loc,func_cnt,ccn,avg_ccn,max_ccn,token_count,avg_params,file_commits,unique_authors,file_age_days,security_touch_ratio,is_vuln
722,66,77,1.167,3,3155,1.136,52,27,3104,0.0192,0
149,27,50,1.852,10,1150,2.148,14,6,791,0.0,0
34,3,3,1.0,1,260,1.0,4,3,549,0.0,0
20,1,1,1.0,1,117,1.0,2,1,428,0.5,0
323,63,63,1.0,1,1374,1.0,12,8,1787,0.1667,0
573,37,41,1.108,3,2088,1.054,42,27,4724,0.0238,1
8,0,0,0.0,0,61,0.0,6,6,1370,0.0,0
52,11,20,1.818,10,412,1.818,12,4,1467,0.0,0
19,4,6,1.5,2,108,0.75,5,4,1479,0.0,0
471,48,125,2.604,9,3002,1.0,9,5,242,0.0,0
14,1,3,3.0,3,92,1.0,83,18,7371,0.0,0
483,29,46,1.586,8,2649,1.31,43,11,282,0.0,0
1237,90,132,1.467,4,6994,1.144,61,37,3082,0.0,0
10,2,3,1.5,2,128,3.0,4,2,348,0.5,1
102,5,36,7.2,18,750,3.2,67,18,3543,0.1045,1
404,84,131,1.56,11,2959,1.524,56,12,2801,0.0,0
222,39,50,1.282,2,1169,0.974,37,21,1936,0.1892,1
163,3,40,13.333,37,757,2.333,17,5,466,0.0,0
71,9,13,1.444,5,629,1.0,9,8,1764,0.0,0
152,6,55,9.167,31,1208,2.0,55,20,3423,0.0545,0
370,56,138,2.464,10,2379,1.821,79,43,2278,0.0759,0
151,11,15,1.364,3,686,1.364,8,8,2578,0.25,0
470,62,139,2.242,14,2520,2.226,107,56,3696,0.0467,0
187,39,69,1.769,9,1083,1.128,6,2,330,0.0,0
1738,245,267,1.09,9,9788,1.192,129,45,1915,0.0,0
323,34,111,3.265,12,2357,2.853,30,1,92,0.0,0
78,12,12,1.0,1,442,1.167,2,2,84,0.0,0
274,17,21,1.235,5,1624,1.0,8,5,569,0.0,0
164,12,42,3.5,8,799,3.333,5,1,0,0.0,0
75,6,20,3.333,5,478,0.833,42,24,6027,0.0,0
14,0,0,0.0,0,83,0.0,1,1,64,0.0,0
477,49,63,1.286,5,2224,1.061,40,19,1864,0.0,0
567,109,246,2.257,21,3569,2.752,13,4,80,0.0,0
15,1,2,2.0,2,62,3.0,1,1,327,0.0,0
296,35,78,2.229,8,1466,2.6,86,33,2835,0.0233,0
1528,116,438,3.776,32,8896,3.0,434,134,4855,0.0461,0
228,25,25,1.0,1,1684,1.08,17,6,1280,0.0,1
278,8,86,10.75,50,1779,3.5,22,6,929,0.0,0
246,30,37,1.233,3,1098,1.5,10,5,125,0.0,0
1472,112,416,3.714,32,8756,2.991,392,116,3694,0.0485,0
18,1,1,1.0,1,804,1.0,5,2,641,0.0,0
686,45,279,6.2,61,4984,2.778,221,28,2786,0.0,0
2,0,0,0.0,0,8,0.0,0,0,0,0.0,0
592,44,61,1.386,4,2771,1.114,62,35,2988,0.0161,1
142,13,37,2.846,8,873,2.0,47,4,500,0.0,0
397,17,115,6.765,26,2185,2.0,86,25,2325,0.0,0
195,29,31,1.069,3,1079,1.0,16,4,1172,0.0,0
684,68,76,1.118,3,3092,1.206,25,12,638,0.04,0
199,22,91,4.136,17,1883,2.091,78,30,4591,0.0,0
234,39,88,2.256,13,2084,2.256,43,15,1889,0.0,0
259,19,23,1.211,5,967,1.263,4,3,34,0.0,0
1790,249,271,1.088,9,9987,1.185,137,48,2164,0.0,0
114,14,33,2.357,13,701,1.643,9,6,2090,0.0,0
95,14,28,2.0,13,586,2.286,20,16,6184,0.0,0
1617,231,259,1.121,9,9333,1.212,88,29,1019,0.0,0
1488,67,507,7.567,68,8123,2.269,418,97,5147,0.0,0
1,0,0,0.0,0,6,0.0,2,2,3562,0.0,0
233,32,95,2.969,19,1413,1.844,44,19,3148,0.0,0
851,48,56,1.167,8,5297,1.229,74,39,2877,0.0,0
424,42,114,2.714,9,2708,1.0,7,3,176,0.0,0
72,11,12,1.091,2,460,1.0,12,6,1263,0.0,0
553,46,51,1.109,5,2342,1.478,49,13,945,0.0612,1
65,1,20,20.0,20,395,3.0,18,12,3092,0.0,0
19,0,0,0.0,0,111,0.0,19,9,1303,0.0,0
1330,70,104,1.486,4,13351,1.243,14,7,710,0.0,0
238,24,68,2.833,8,1449,3.25,18,8,991,0.0,0
96,6,6,1.0,1,535,1.0,1,1,240,0.0,0
56,12,12,1.0,1,344,1.0,5,4,420,0.0,0
42,8,10,1.25,3,141,1.75,7,6,2673,0.0,0
63,5,23,4.6,14,380,4.0,13,2,485,0.0,0
135,21,46,2.19,5,1047,1.429,13,6,2325,0.0,0
1205,147,176,1.197,4,6938,1.102,105,49,2443,0.0,0
1121,77,83,1.078,3,5189,1.13,74,32,2919,0.0,0
70,11,12,1.091,2,248,0.909,3,2,51,0.0,0
187,40,43,1.075,2,1197,1.25,11,5,501,0.0909,1
639,54,166,3.074,22,2792,1.944,67,44,2230,0.0299,0
209,27,39,1.444,4,1316,1.407,19,15,1137,0.0,0
10,1,1,1.0,1,82,1.0,1,1,189,0.0,0
104,19,20,1.053,2,425,1.526,8,5,2326,0.0,0
522,45,49,1.089,4,2210,1.111,23,9,369,0.0,0
291,32,42,1.312,3,1231,1.469,19,10,249,0.0,0
1286,87,112,1.287,5,4211,1.023,67,40,4321,0.0,0
93,4,24,6.0,10,470,2.75,31,15,4934,0.0,0
43,3,6,2.0,3,217,1.0,2,2,669,0.0,0
52,11,20,1.818,10,412,1.818,13,4,1584,0.0,1
336,23,134,5.826,36,2520,2.565,86,7,854,0.0,0
694,64,78,1.219,3,2638,1.266,85,41,4482,0.0588,1
62,8,11,1.375,4,328,1.0,3,1,0,0.3333,0
250,10,57,5.7,18,1119,2.8,72,29,5400,0.0,0
16,2,2,1.0,1,86,1.0,11,8,2388,0.0,0
339,27,110,4.074,17,1752,2.259,23,17,3322,0.0,0
134,28,32,1.143,3,455,1.25,3,2,22,0.0,0
675,86,90,1.047,3,3396,0.895,35,23,709,0.0,0
75,5,12,2.4,5,541,1.6,6,6,2425,0.0,0
344,35,39,1.114,3,2252,1.0,67,25,2186,0.0448,0
121,22,40,1.818,8,675,1.545,7,3,241,0.0,0
85,16,17,1.062,2,335,1.562,6,6,723,0.0,0
301,34,102,3.0,13,2198,1.412,147,37,3851,0.0136,0
3328,327,366,1.119,10,22285,1.073,69,36,350,0.058,0
8,1,1,1.0,1,30,1.0,10,7,3685,0.0,0
908,106,268,2.528,10,4248,2.726,254,95,6374,0.0079,0
138,1,3,3.0,3,813,3.0,23,11,2886,0.6522,1
344,34,46,1.353,3,2236,1.235,3,3,80,0.0,0
36,2,2,1.0,1,151,1.0,3,3,882,0.0,0
12,2,2,1.0,1,112,1.0,7,4,1990,0.0,0
79,10,10,1.0,1,472,1.3,20,13,1959,0.2,0
639,63,63,1.0,1,5872,1.032,49,8,1527,0.0204,0
82,10,32,3.2,7,664,2.7,5,2,309,0.0,1
376,45,54,1.2,3,2299,1.111,3,3,80,0.0,0
684,92,104,1.13,3,4135,1.0,72,45,2646,0.1389,1
609,39,119,3.051,9,4767,0.974,1,1,12,0.0,0
285,41,43,1.049,3,1103,1.0,10,7,465,0.0,0
421,34,44,1.294,3,2618,1.0,50,12,2252,0.02,0
355,36,110,3.056,11,1735,3.0,92,32,3616,0.0217,0
295,28,102,3.643,14,1630,1.75,62,7,1642,0.0,0
42,0,0,0.0,0,656,0.0,4,1,6,0.0,0
19,1,6,6.0,6,149,3.0,4,2,672,0.0,0
940,15,411,27.4,141,6493,4.133,35,3,72,0.0286,0
74,3,7,2.333,3,426,1.0,28,4,1618,0.0,0
282,18,19,1.056,2,1944,1.056,18,3,252,0.0,0
197,26,31,1.192,3,938,1.0,18,9,1667,0.0,0
1184,75,361,4.813,37,6327,3.267,321,101,5466,0.0031,0
43,3,11,3.667,5,318,2.0,2,1,2,1.0,1
33,4,4,1.0,1,157,1.0,1,1,98,1.0,1
355,53,105,1.981,16,3193,2.283,24,10,787,0.0,0
1769,212,504,2.377,13,8259,2.113,442,106,4832,0.0113,0
244,24,72,3.0,8,1503,3.25,22,8,1073,0.0,0
150,19,31,1.632,4,822,1.158,22,13,4915,0.0,0
680,86,241,2.802,16,3857,1.919,73,6,1322,0.0137,0
1010,87,92,1.057,3,8469,1.057,58,24,503,0.0172,0
15,0,0,0.0,0,42,0.0,3,3,3151,0.0,0
999,100,284,2.84,13,5851,2.49,278,78,4799,0.0576,1
27,7,10,1.429,3,184,1.714,4,3,1411,0.0,0
514,50,80,1.6,4,3278,1.26,23,15,308,0.0,0
560,103,210,2.039,12,3343,2.68,4,1,85,0.0,0
29,2,4,2.0,3,128,2.5,4,4,881,0.0,0
33,0,0,0.0,0,272,0.0,1,1,12,0.0,0
1026,132,143,1.083,3,4912,0.932,80,41,2148,0.0,0
684,120,258,2.15,12,3865,2.617,14,2,149,0.0,0
3,0,0,0.0,0,12,0.0,1,1,14,0.0,0
634,56,60,1.071,3,2767,1.089,51,24,1422,0.0,0
8,1,1,1.0,1,51,1.0,11,8,4976,0.0,0
683,59,65,1.102,3,3082,1.746,83,51,3334,0.012,0
199,11,64,5.818,14,1165,2.0,65,29,4542,0.0154,0
146,13,13,1.0,1,735,1.0,9,3,3536,0.0,0
956,99,315,3.182,17,7069,2.465,181,22,2488,0.0,0
256,7,53,7.571,16,1385,2.0,90,16,2598,0.0222,1
31,4,5,1.25,2,263,2.0,27,10,3149,0.0,0
35,5,9,1.8,5,313,2.2,11,6,1581,0.0909,0
124,15,39,2.6,4,643,2.8,42,21,4518,0.0,0
1217,146,161,1.103,5,10044,1.007,51,24,821,0.0196,0
228,5,62,12.4,28,1222,2.6,77,15,1002,0.0,0
450,56,65,1.161,3,2587,0.857,38,24,3268,0.0,0
134,9,36,4.0,11,470,2.222,0,0,0,0.0,0
132,12,40,3.333,10,524,2.167,10,5,1659,0.0,0
4538,379,419,1.106,10,29316,1.066,187,90,1049,0.0588,0
54,7,7,1.0,1,250,2.0,10,9,2596,0.0,0
77,7,7,1.0,1,389,1.0,4,2,1621,0.0,0
1312,91,357,3.923,32,7908,3.011,279,64,2373,0.0502,0
134,18,22,1.222,3,902,3.056,54,27,4936,0.0185,1
450,36,164,4.556,31,2741,1.972,108,28,1347,0.0,0
554,69,174,2.522,9,3566,2.681,16,5,232,0.0,0
1485,143,155,1.084,3,9943,1.014,74,11,639,0.027,0
12,1,1,1.0,1,62,1.0,0,0,0,0.0,0
46,4,4,1.0,1,230,1.0,6,5,432,0.0,0
1,10,19,1.9,6,159,0.7,0,0,0,0.0,0
100,17,26,1.529,3,632,1.294,17,9,1066,0.0,0
113,12,16,1.333,3,403,2.5,27,19,3129,0.0,0
17,0,0,0.0,0,44,0.0,2,2,242,0.0,0
124,15,29,1.933,7,786,2.067,47,21,3650,0.0,0
269,46,53,1.152,4,1349,1.0,37,22,2886,0.0,0
1021,123,271,2.203,51,3566,2.699,128,45,3926,0.0,0
234,13,13,1.0,1,827,1.0,20,14,3004,0.0,0
628,61,111,1.82,17,3034,1.902,32,13,2389,0.0,0
279,25,95,3.8,16,1856,1.68,65,35,7129,0.0,0
30,7,11,1.571,4,380,2.429,2,2,139,0.0,0
14,0,0,0.0,0,109,0.0,3,1,787,0.0,0
162,9,52,5.778,30,1169,4.444,46,17,901,0.0,0
214,18,22,1.222,3,834,1.333,13,7,755,0.0,0
16,0,0,0.0,0,46,0.0,2,2,196,0.0,0
450,41,98,2.39,9,1880,2.732,142,63,6213,0.0352,0
259,22,23,1.045,2,1190,0.955,5,4,505,0.0,0
102,19,20,1.053,2,431,1.579,3,1,480,0.0,0
751,66,66,1.0,1,6711,1.03,55,11,1569,0.0182,0
183,26,39,1.5,6,998,1.346,7,5,359,0.2857,1
5,0,0,0.0,0,18,0.0,2,2,3268,0.0,0
111,2,36,18.0,33,742,1.5,27,5,925,0.0,0
177,6,49,8.167,27,1051,2.0,81,12,2580,0.0247,0
169,3,58,19.333,27,1033,1.333,29,9,2103,0.0,0
530,34,45,1.324,3,2404,1.0,35,23,3242,0.0,0
56,11,11,1.0,1,377,1.0,6,3,633,0.0,0
285,23,51,2.217,4,1570,1.217,8,3,638,0.0,0
56,3,16,5.333,10,370,1.667,1,1,1,0.0,0
450,6,8,1.333,2,1775,1.667,78,48,4156,0.0,0
59,6,7,1.167,2,457,1.0,0,0,0,0.0,0
15,1,1,1.0,1,33,1.0,1,1,0,0.0,0
274,12,71,5.917,16,1408,2.417,60,24,2145,0.0,0
268,54,58,1.074,2,1677,1.222,5,5,62,0.0,1
100,7,7,1.0,1,610,1.0,1,1,2,0.0,0
228,20,74,3.7,24,1623,1.6,72,37,4167,0.625,1
66,11,16,1.455,4,332,1.091,1,1,0,0.0,0
241,12,18,1.5,4,1365,1.417,22,8,538,0.0,0
144,5,35,7.0,23,726,1.4,6,1,84,0.0,0
98,2,5,2.5,4,654,1.5,74,11,2709,0.0,0
286,34,64,1.882,5,1576,3.059,37,10,1054,0.0,0
190,12,54,4.5,11,1202,2.833,34,6,664,0.0,0
17,5,5,1.0,1,93,1.0,1,1,0,0.0,0
20,0,0,0.0,0,45,0.0,0,0,0,0.0,0
161,15,25,1.667,4,976,1.267,10,6,233,0.0,0
157,3,50,16.667,20,979,2.667,22,5,314,0.0,0
129,15,41,2.733,5,732,2.2,2,2,84,0.0,0
24,3,8,2.667,6,131,2.0,1,1,62,1.0,1
39,5,5,1.0,1,199,1.0,5,1,254,0.0,0
373,30,111,3.7,27,2367,1.733,16,7,1501,0.0,0
266,10,16,1.6,4,1263,1.3,16,12,424,0.0,0
23,1,2,2.0,2,167,2.0,3,1,1446,0.0,0
211,23,23,1.0,1,1718,1.087,24,12,1371,0.0,0
44,8,11,1.375,3,243,3.75,14,8,2213,0.0,0
243,26,30,1.154,4,1038,1.0,11,10,3261,0.0,0
194,14,39,2.786,9,845,1.857,19,8,995,0.0,0
407,30,53,1.767,6,2623,2.667,10,6,234,0.0,0
165,27,63,2.333,10,1189,1.741,32,1,43,0.0,0
3582,201,374,1.861,13,16705,1.189,214,59,3260,0.0,0
1885,176,537,3.051,31,11192,2.301,315,55,3249,0.0032,0
238,5,65,13.0,30,1259,2.6,65,12,608,0.0,0
585,28,226,8.071,73,3897,3.607,86,17,826,0.0,0
257,32,68,2.125,10,1210,1.188,29,16,1312,0.0,0
281,0,0,0.0,0,2764,0.0,272,35,3678,0.0515,0
287,17,45,2.647,11,1323,1.706,130,35,5771,0.0,0
59,9,19,2.111,8,512,1.444,35,16,4122,0.0,0
6,0,0,0.0,0,26,0.0,1,1,88,0.0,1
229,6,7,1.167,2,1069,1.167,28,18,692,0.0,0
102,5,9,1.8,3,938,2.8,1,1,0,0.0,0
27,4,8,2.0,3,283,2.25,16,5,1054,0.0,1
150,0,0,0.0,0,458,0.0,2,2,2074,0.0,0
400,41,139,3.39,41,3841,3.122,33,11,1908,0.0,0
1076,85,177,2.082,9,6836,1.071,74,14,2246,0.0,0
162,14,35,2.5,10,796,2.643,61,28,3921,0.0328,0
1171,97,416,4.289,25,10315,2.392,292,50,2523,0.0068,0
4,0,0,0.0,0,12,0.0,2,1,1196,0.0,0
6,0,0,0.0,0,35,0.0,3,2,709,0.0,0
18,1,6,6.0,6,177,4.0,16,7,1392,0.0,0
294,26,52,2.0,8,1794,1.0,22,5,470,0.1818,0
1551,68,534,7.853,68,8383,2.265,423,100,5216,0.0,0
304,18,21,1.167,2,1742,1.0,22,17,937,0.0,0
203,23,24,1.043,2,1480,1.043,11,7,389,0.0,0
1065,85,102,1.2,6,6185,1.012,79,48,2800,0.0253,0
97,9,26,2.889,13,887,1.778,35,14,1467,0.7143,0
1107,139,165,1.187,4,6502,1.101,89,41,1807,0.0,0
726,75,215,2.867,10,4698,2.533,126,22,2418,0.0714,0
49,4,4,1.0,1,228,0.5,22,13,3268,0.0,0
84,1,22,22.0,22,559,4.0,0,0,0,0.0,0
28,5,5,1.0,1,174,1.0,0,0,0,0.0,0
334,42,44,1.048,2,1825,0.881,39,14,2046,0.0,0
1538,107,339,3.168,28,6583,2.252,433,107,5760,0.0023,0
86,14,28,2.0,13,615,2.286,9,8,2051,0.0,0
1765,216,498,2.306,13,8396,2.111,407,89,4234,0.0123,0
555,66,71,1.076,4,3371,1.015,51,29,1423,0.0392,0
534,34,115,3.382,10,4541,0.971,51,15,2035,0.0,0
81,4,8,2.0,3,722,1.75,12,5,1509,0.0,0
867,164,338,2.061,20,5116,2.366,104,9,819,0.0,0
746,74,210,2.838,11,4741,2.608,160,33,2629,0.0625,1
10,0,0,0.0,0,60,0.0,5,1,32,0.0,0
1332,52,408,7.846,96,8608,1.385,163,4,645,0.0,0
170,24,76,3.167,12,797,1.75,33,17,2654,0.0,0
83,1,3,3.0,3,428,1.0,8,3,764,0.0,0
447,52,146,2.808,11,2483,2.712,75,27,1544,0.0133,0
58,0,0,0.0,0,157,0.0,43,16,1940,0.0233,0
645,97,105,1.082,3,3389,1.052,43,23,679,0.0233,0
76,6,6,1.0,1,753,1.0,1,1,281,0.0,0
99,13,38,2.923,13,726,2.077,79,22,3114,0.0127,0
79,9,16,1.778,3,428,1.889,33,16,4934,0.0,0
3,0,0,0.0,0,39,0.0,0,0,0,0.0,0
149,13,14,1.077,2,1026,1.0,9,8,1926,0.0,0
567,55,68,1.236,3,2431,1.073,63,20,3435,0.0159,1
199,33,65,1.97,5,1052,2.333,84,42,7022,0.0357,0
141,22,22,1.0,1,607,1.0,5,3,393,0.0,0
61,6,9,1.5,2,284,1.333,5,4,575,0.0,0
389,11,67,6.091,20,1955,2.727,252,50,4844,0.0198,0
1023,188,370,1.968,12,5424,2.34,186,67,4626,0.0054,0
832,40,71,1.775,9,3284,1.0,48,19,2721,0.0,0
7,1,2,2.0,2,38,2.0,4,3,2601,0.0,0
238,26,55,2.115,10,1460,1.885,38,17,1630,0.0,0
562,59,101,1.712,7,3268,1.017,127,47,2252,0.0,0
245,29,72,2.483,9,1787,2.897,51,19,2591,0.0,0
6745,450,519,1.153,11,33328,1.08,361,162,3334,0.0526,0
2145,151,175,1.159,4,12206,1.073,81,38,1202,0.0123,0
778,48,54,1.125,6,2691,1.042,29,17,1093,0.0,0
12,0,0,0.0,0,51,0.0,0,0,0,0.0,0
27,0,0,0.0,0,192,0.0,11,2,111,0.0,0
2097,188,227,1.207,10,13604,1.053,114,15,950,0.0526,1
97,7,30,4.286,11,458,4.0,6,6,1028,0.0,0
4664,150,202,1.347,9,16638,1.087,211,56,3329,0.0,0
16,1,5,5.0,5,71,0.0,21,6,1322,0.0,0
116,23,27,1.174,3,422,1.217,9,4,634,0.0,0
1792,249,272,1.092,9,10004,1.185,133,47,2023,0.0,0
476,48,142,2.958,21,2405,1.938,40,24,943,0.0,1
500,31,103,3.323,7,4316,1.0,22,6,1458,0.0,0
2219,161,179,1.112,3,12472,1.068,107,45,1423,0.0093,0
110,13,13,1.0,1,433,0.923,5,4,813,0.0,0
81,3,12,4.0,10,382,2.667,59,4,1029,0.0,0
161,21,56,2.667,19,754,2.048,77,36,6964,0.0,0
56,4,5,1.25,2,345,1.25,1,1,0,0.0,0
881,69,339,4.913,38,6006,3.304,251,65,3105,0.004,0
1563,98,130,1.327,7,9724,1.347,94,26,811,0.0,0
30,4,4,1.0,1,100,1.0,0,0,0,0.0,0
275,38,106,2.789,10,1958,1.605,76,31,2338,0.0132,0
463,62,66,1.065,2,3111,1.0,41,30,1131,0.0976,1
19,0,0,0.0,0,28,0.0,4,4,2941,0.0,0
150,15,15,1.0,1,776,1.267,12,5,1220,0.0,0
3853,227,1089,4.797,214,41239,1.167,3,3,2513,0.0,0
33,0,0,0.0,0,237,0.0,4,3,1722,0.0,0
390,41,133,3.244,41,3771,3.122,44,15,2211,0.0,0
224,12,51,4.25,13,1146,4.25,27,17,1231,0.0,0
475,63,131,2.079,7,2800,1.381,50,33,3687,0.0,0
588,87,208,2.391,7,3685,2.885,38,10,935,0.0,1
18,2,2,1.0,1,110,1.0,3,3,633,0.0,0
3469,335,377,1.125,10,22994,1.078,85,44,444,0.0471,1
675,57,206,3.614,18,4160,2.105,116,35,1832,0.0086,0
59,12,12,1.0,1,334,1.833,4,3,1203,0.25,1
498,69,73,1.058,2,3252,1.0,45,31,1192,0.1333,1
204,27,31,1.148,2,1180,1.0,5,5,143,0.0,0
851,89,104,1.169,5,2960,1.404,102,39,3862,0.0,0
1738,205,499,2.434,19,8383,2.161,294,50,3154,0.0102,0
99,5,15,3.0,10,778,3.0,3,2,503,0.0,0
280,32,37,1.156,4,1884,1.0,48,21,1225,0.0417,1
97,9,25,2.778,7,566,2.333,4,2,76,0.0,0
390,14,25,1.786,7,1743,1.0,42,15,598,0.0,0
270,32,87,2.719,7,1279,2.125,19,5,579,0.0,0
94,5,31,6.2,19,571,1.6,30,15,2667,0.0333,0
250,17,18,1.059,2,859,1.0,9,6,1295,0.0,0
725,80,214,2.675,13,5456,2.35,229,56,4211,0.0306,0
84,13,33,2.538,6,610,2.769,28,13,2906,0.1786,0
15,3,3,1.0,1,54,1.0,2,2,679,0.0,0
461,49,56,1.143,2,2208,1.02,39,12,2146,0.0256,0
361,38,115,3.026,11,1745,2.816,84,31,2581,0.0,0
294,8,54,6.75,15,1383,1.75,136,27,3071,0.0221,0
320,26,57,2.192,8,1875,1.808,2,1,17,0.0,0
17,2,2,1.0,1,83,0.5,2,2,1167,0.0,0
105,19,36,1.895,5,948,3.158,17,6,2362,0.0,0
11,0,0,0.0,0,116,0.0,3,2,1388,0.0,0
191,27,64,2.37,17,1481,2.259,52,23,2510,0.0577,0
166,11,38,3.455,15,775,2.727,30,11,3219,0.0,0
23,1,4,4.0,4,142,5.0,8,5,1589,0.0,0
289,1,1,1.0,1,2802,1.0,343,72,6053,0.0525,0
43,5,9,1.8,3,177,4.2,3,3,843,0.0,0
151,5,24,4.8,7,955,2.6,2,1,123,0.0,0
113,5,39,7.8,21,1098,3.8,15,8,2375,0.0,0
100,30,39,1.3,4,1061,2.0,30,3,727,0.0,0
1714,110,566,5.145,32,11824,2.5,523,120,5370,0.0076,0
905,95,307,3.232,17,5183,2.137,89,26,1532,0.0112,0
140,11,11,1.0,1,495,3.182,4,2,1158,0.0,0
219,19,45,2.368,4,1306,1.263,19,7,1641,0.0,0
135,1,30,30.0,30,585,3.0,11,4,304,0.0,0
355,30,79,2.633,8,2036,1.9,168,38,3720,0.006,0
737,84,95,1.131,4,3995,1.214,59,31,3039,0.6102,1
130,1,3,3.0,3,755,3.0,22,10,2795,0.6364,1
159,3,3,1.0,1,816,1.333,16,13,481,0.0,0
184,8,61,7.625,18,1397,3.125,9,4,791,0.0,0
176,18,44,2.444,7,876,2.056,25,4,151,0.0,0
665,78,91,1.167,7,3577,1.218,40,20,647,0.15,1
3,0,0,0.0,0,11,0.0,1,1,546,0.0,0
1600,58,487,8.397,54,8349,2.328,346,99,5337,0.0058,0
27,4,4,1.0,1,780,1.0,6,2,337,0.0,0
165,9,25,2.778,7,819,3.444,70,29,3150,0.0429,0
46,3,16,5.333,7,265,3.333,6,6,3025,0.1667,0
244,22,32,1.455,4,1202,1.091,18,11,1777,0.0,0
433,12,19,1.583,7,2545,1.0,4,3,535,0.0,0
105,7,13,1.857,2,406,1.0,4,2,145,0.0,0
38,4,13,3.25,6,222,2.25,64,19,3944,0.0,0
172,21,30,1.429,4,1079,1.19,26,12,1259,0.0,0
92,13,20,1.538,3,622,2.769,27,10,779,0.0,0
71,1,21,21.0,21,316,5.0,39,12,3131,0.0,0
38,0,0,0.0,0,338,0.0,23,5,1468,0.087,1
57,3,3,1.0,1,371,1.0,0,0,0,0.0,0
216,22,66,3.0,18,1478,1.682,129,43,4475,0.0233,0
14,2,5,2.5,4,111,1.5,2,2,784,0.0,0
165,7,10,1.429,3,524,1.0,91,34,3273,0.011,0
2713,252,285,1.131,10,18110,1.06,190,28,1610,0.0421,1
93,6,9,1.5,3,424,1.167,56,19,6195,0.0,0
248,18,67,3.722,9,1344,2.333,130,31,3647,0.0231,1
169,9,57,6.333,31,1294,1.889,58,22,3561,0.0517,0
89,7,23,3.286,8,596,1.857,9,2,424,0.0,0
687,57,62,1.088,3,4275,1.018,50,33,1292,0.02,0
4,0,0,0.0,0,14,0.0,0,0,0,0.0,0
190,3,54,18.0,51,783,2.0,8,2,1173,0.0,0
125,7,21,3.0,5,697,3.143,23,8,1106,0.0435,0
335,38,43,1.132,3,1656,1.158,22,8,944,0.2727,0
199,6,68,11.333,28,1378,1.5,6,1,59,0.0,0
45,9,12,1.333,2,218,2.111,23,8,2678,0.0,0
310,24,36,1.5,6,1995,3.0,32,7,1505,0.0,0
373,11,121,11.0,69,2179,2.636,45,11,314,0.0,0
175,30,68,2.267,6,1172,2.933,13,8,371,0.0,0
141,8,14,1.75,4,695,1.5,13,8,894,0.0,0
41,7,7,1.0,1,200,1.714,3,3,23,0.0,0
525,46,195,4.239,19,3751,1.609,190,58,5007,0.0,0
756,84,143,1.702,19,5008,1.012,55,10,1565,0.1273,0
108,15,34,2.267,6,817,1.867,8,5,1662,0.0,0
83,11,21,1.909,6,317,2.455,14,10,825,0.0,0
389,49,66,1.347,8,2334,1.408,19,14,672,0.1579,0
98,13,23,1.769,3,435,3.154,45,26,6945,0.0,0
229,20,25,1.25,5,1879,1.2,8,7,407,0.0,0
17,1,2,2.0,2,86,1.0,2,2,674,0.0,0
834,41,103,2.512,13,4274,1.122,50,13,560,0.0,0
1118,113,414,3.664,30,8419,2.248,300,44,2879,0.0,0
73,7,32,4.571,16,412,2.571,5,5,2352,0.0,0
87,4,22,5.5,9,563,4.0,23,10,1946,0.0,0
723,76,222,2.921,17,5587,2.342,152,29,2688,0.0329,1
244,65,106,1.631,9,2377,2.015,63,7,1408,0.0,0
41,3,3,1.0,1,135,1.0,0,0,0,0.0,0
18,1,8,8.0,8,137,1.0,46,8,2445,0.0,0
34,7,7,1.0,1,186,1.714,4,3,1188,0.0,0
229,41,77,1.878,9,1058,2.78,33,12,631,0.0,0
123,24,43,1.792,6,678,1.75,10,4,984,0.0,0
1354,94,195,2.074,13,7815,1.223,101,30,1165,0.0,0
193,11,13,1.182,3,1163,1.0,7,7,293,0.0,0
318,23,81,3.522,9,1678,2.217,134,34,3719,0.0373,0
57,2,2,1.0,1,225,1.0,3,2,548,0.0,0
582,24,35,1.458,8,3226,0.958,7,6,149,0.0,0
80,6,14,2.333,7,551,1.333,15,10,1897,0.0,0
490,76,85,1.118,3,3251,1.355,6,5,234,0.0,0
10,1,2,2.0,2,40,0.0,6,1,1543,0.0,0
110,11,15,1.364,4,509,2.091,1,1,94,0.0,0
437,47,140,2.979,12,2686,1.447,109,37,5788,0.0,0
7,0,0,0.0,0,42,0.0,0,0,0,0.0,0
11,0,0,0.0,0,94,0.0,15,8,861,0.2,1
305,45,49,1.089,3,1758,1.0,50,12,1950,0.04,0
413,20,21,1.05,2,1199,0.95,16,11,2887,0.0,0
1042,64,93,1.453,10,4991,1.078,81,29,1475,0.0123,0
296,33,101,3.061,13,2101,1.364,160,39,4108,0.0125,0
366,39,51,1.308,4,1806,1.103,69,32,3828,0.0,0
192,34,46,1.353,3,1124,1.206,4,4,167,0.0,0
304,28,85,3.036,13,2032,2.357,140,45,3105,0.0714,0
248,28,30,1.071,3,1518,1.0,37,27,4529,0.0,0
76,4,14,3.5,5,277,3.0,42,25,5760,0.0,0
300,27,108,4.0,30,2778,2.519,82,20,2494,0.0,0
127,14,40,2.857,8,635,2.714,48,21,4639,0.0,0
52,6,16,2.667,7,508,2.5,19,5,1695,0.1053,0
131,15,42,2.8,6,768,2.2,13,4,507,0.0,0
462,35,36,1.029,2,1803,1.229,8,3,162,0.0,0
54,1,10,10.0,10,335,3.0,14,8,1462,0.0,0
5,0,0,0.0,0,124,0.0,4,3,759,0.0,0
