owner,repo,vulnerable_hash,file_name,raw_url,patch_signif
jesseduffield,lazydocker,6f85b653d43f253b1299945075656bc4b347b8d4,vendor/golang.org/x/sys/unix/zerrors_linux_arm64.go,https://github.com/jesseduffield/lazydocker/raw/463ddfd6eeb1103547b1bade1467d61829bd9311/vendor%2Fgolang.org%2Fx%2Fsys%2Funix%2Fzerrors_linux_arm64.go,[]
jesseduffield,lazydocker,6f85b653d43f253b1299945075656bc4b347b8d4,vendor/golang.org/x/sys/unix/ztypes_linux.go,https://github.com/jesseduffield/lazydocker/raw/463ddfd6eeb1103547b1bade1467d61829bd9311/vendor%2Fgolang.org%2Fx%2Fsys%2Funix%2Fztypes_linux.go,"['@@ -6001,3 +6001,34 @@']"
jesseduffield,lazydocker,6f85b653d43f253b1299945075656bc4b347b8d4,vendor/golang.org/x/sys/windows/security_windows.go,https://github.com/jesseduffield/lazydocker/raw/463ddfd6eeb1103547b1bade1467d61829bd9311/vendor%2Fgolang.org%2Fx%2Fsys%2Fwindows%2Fsecurity_windows.go,[]
jesseduffield,lazydocker,6f85b653d43f253b1299945075656bc4b347b8d4,vendor/golang.org/x/sys/windows/zsyscall_windows.go,https://github.com/jesseduffield/lazydocker/raw/463ddfd6eeb1103547b1bade1467d61829bd9311/vendor%2Fgolang.org%2Fx%2Fsys%2Fwindows%2Fzsyscall_windows.go,"['@@ -3486,6 +3487,14 @@']"
jesseduffield,lazydocker,80af149b023f4d9be68a643412183d389d73368d,pkg/commands/docker.go,https://github.com/jesseduffield/lazydocker/raw/f6c044d74fd5a191e39708a45ec7bcba9f58051b/pkg%2Fcommands%2Fdocker.go,[]
jesseduffield,lazydocker,8a0fcf99f4eed7ce25d7cfbd443ade9b243f1ab3,pkg/gui/gui.go,https://github.com/jesseduffield/lazydocker/raw/630ea7d32437e41d20c7f3abcc698abaed3d27ec/pkg%2Fgui%2Fgui.go,"['@@ -176,11 +176,9 @@']"
AlistGo,alist,866d4f4c3551849c679b46bd13ac7d613519be34,drivers/all.go,https://github.com/AlistGo/alist/raw/defd1de9d9838f8c789c32621d40468cf0ceb3d6/drivers%2Fall.go,[]
AlistGo,alist,866d4f4c3551849c679b46bd13ac7d613519be34,drivers/streamtape/driver.go,https://github.com/AlistGo/alist/raw/defd1de9d9838f8c789c32621d40468cf0ceb3d6/drivers%2Fstreamtape%2Fdriver.go,"['@@ -0,0 +1,400 @@']"
AlistGo,alist,866d4f4c3551849c679b46bd13ac7d613519be34,drivers/streamtape/meta.go,https://github.com/AlistGo/alist/raw/defd1de9d9838f8c789c32621d40468cf0ceb3d6/drivers%2Fstreamtape%2Fmeta.go,"['@@ -0,0 +1,38 @@']"
AlistGo,alist,866d4f4c3551849c679b46bd13ac7d613519be34,drivers/streamtape/types.go,https://github.com/AlistGo/alist/raw/defd1de9d9838f8c789c32621d40468cf0ceb3d6/drivers%2Fstreamtape%2Ftypes.go,"['@@ -0,0 +1,54 @@']"
AlistGo,alist,866d4f4c3551849c679b46bd13ac7d613519be34,drivers/streamtape/util.go,https://github.com/AlistGo/alist/raw/defd1de9d9838f8c789c32621d40468cf0ceb3d6/drivers%2Fstreamtape%2Futil.go,"['@@ -0,0 +1,146 @@']"
AlistGo,alist,28a8428559fe8a1a4b7dd3bc6f2a7549e1ea52de,server/handles/auth.go,https://github.com/AlistGo/alist/raw/6e7c7d1dd02305c29a04f0492f6154cb14e77378/server%2Fhandles%2Fauth.go,[]
AlistGo,alist,fcbc79cb24971d727c8a0677c7af38c545fc7145,drivers/all.go,https://github.com/AlistGo/alist/raw/d0026030cb36782b92feed55903e85ca14ee6ad0/drivers%2Fall.go,[]
AlistGo,alist,fcbc79cb24971d727c8a0677c7af38c545fc7145,drivers/mediafire/driver.go,https://github.com/AlistGo/alist/raw/d0026030cb36782b92feed55903e85ca14ee6ad0/drivers%2Fmediafire%2Fdriver.go,"['@@ -0,0 +1,427 @@']"
AlistGo,alist,fcbc79cb24971d727c8a0677c7af38c545fc7145,drivers/mediafire/meta.go,https://github.com/AlistGo/alist/raw/d0026030cb36782b92feed55903e85ca14ee6ad0/drivers%2Fmediafire%2Fmeta.go,"['@@ -0,0 +1,54 @@']"
AlistGo,alist,fcbc79cb24971d727c8a0677c7af38c545fc7145,drivers/mediafire/types.go,https://github.com/AlistGo/alist/raw/d0026030cb36782b92feed55903e85ca14ee6ad0/drivers%2Fmediafire%2Ftypes.go,"['@@ -0,0 +1,232 @@']"
